Geo Point;Geo Shape;Numéro Opération;Adresse (Dénomination opération);Année du financement/agrément;Bailleur social;Nombre total de logements financés;dont nombre de logements PLA I;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissements;Nature de programme;Coord_X_LB93;Coord_Y_LB93
48.8784733756, 2.39593714401;"{""type"": ""Point"", ""coordinates"": [2.395937144007885, 48.8784733755769]}";225.0;8 A 10, RUE DES LILAS 27-33 RUE DU PRE-ST GERVAIS (APHP);2003;SAGI;47;0;0;0;47;construction neuve;;19;logement familial;655696.6862;6864441.984
48.8847971772, 2.30863676179;"{""type"": ""Point"", ""coordinates"": [2.308636761788245, 48.88479717720671]}";192.0;9 RUE DAUBIGNY 2-4 RUE BOREL 126 BD MALESHERBES;2002;SAGI;64;0;0;0;64;acquisition réhabilitation;;17;logement familial;649300.192;6865197.669
48.8486025825, 2.34765905178;"{""type"": ""Point"", ""coordinates"": [2.347659051778657, 48.848602582534475]}";211.0;15, PASSAGE DU CLOS BRUNEAU;2003;PARIS HAB;6;0;6;0;0;acquisition réhabilitation;;5;logement familial;652128.5011;6861148.763
48.8716794397, 2.33396599634;"{""type"": ""Point"", ""coordinates"": [2.333965996339136, 48.871679439718584]}";241.0;8, RUE DE LA CHAUSSEE D'ANTIN;2003;SIEMP;28;0;28;0;0;acquisition réhabilitation;;9;logement familial;651145.315;6863723.1
48.8755532085, 2.34995667942;"{""type"": ""Point"", ""coordinates"": [2.34995667941938, 48.87555320848029]}";188.0;46, RUE DE PARADIS;2002;PARIS HAB;48;17;31;0;0;acquisition réhabilitation;;10;logement familial;652321.777;6864144.061
48.8612836128, 2.34997647586;"{""type"": ""Point"", ""coordinates"": [2.349976475860167, 48.86128361282603]}";235.0;34 BD DE SEBASTOPOL;2003;SIEMP;23;0;12;0;11;acquisition conventionnement;;4;logement familial;652310.1671;6862557.378
48.8470063906, 2.34875332919;"{""type"": ""Point"", ""coordinates"": [2.348753329193615, 48.84700639059905]}";207.0;14, RUE DESCARTES;2003;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;5;logement familial;652207.3381;6860970.619
48.8783165617, 2.40961117259;"{""type"": ""Point"", ""coordinates"": [2.409611172590639, 48.87831656173229]}";295.0;13-21 AV PTE DES LILAS,  6 AV FONCK LOTS F2- F3;2003;SEMIDEP;268;0;268;0;0;construction neuve;;19;résidence pour étudiants;656699.4206;6864416.962
48.8854753405, 2.36132348996;"{""type"": ""Point"", ""coordinates"": [2.361323489964074, 48.88547534045532]}";293.0;50-52 RUE PHILIPPE DE GIRARD;2003;PARIS HAB;31;0;31;0;0;acquisition réhabilitation;;18;logement familial;653164.3952;6865240.537
48.8528839694, 2.34588668467;"{""type"": ""Point"", ""coordinates"": [2.345886684670135, 48.85288396943018]}";289.0;13 RUE DE LA HUCHETTE;2003;PARIS HAB;17;0;17;0;0;acquisition réhabilitation;;5;logement familial;652002.384;6861625.889
48.8441101805, 2.40728566185;"{""type"": ""Point"", ""coordinates"": [2.407285661853989, 48.84411018046391]}";305.0;27-29, RUE DU NIGER;2004;ANTIN;82;16;66;0;0;acquisition conventionnement;;12;logement familial;656500.3145;6860614.752
48.8737852004, 2.38625802403;"{""type"": ""Point"", ""coordinates"": [2.386258024028815, 48.87378520043276]}";282.0;397 RUE DES PYRENEES;2003;LOGIKIA;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654982.7603;6863926.163
48.890118298, 2.3581923669;"{""type"": ""Point"", ""coordinates"": [2.35819236690051, 48.89011829802554]}";294.0;23, RUE JEAN ROBERT;2003;LOG.FR.;12;12;0;0;0;acquisition réhabilitation;;18;logement familial;652938.9842;6865758.67
48.8920945047, 2.34074887853;"{""type"": ""Point"", ""coordinates"": [2.340748878527509, 48.89209450472703]}";307.0;45-47 RUE DUHESME;2004;SAGECO;3;0;3;0;0;acquisition réhabilitation;;18;logement familial;651661.7916;6865988.951
48.8787414843, 2.39612800512;"{""type"": ""Point"", ""coordinates"": [2.396128005115044, 48.87874148425217]}";280.0;12 RUE DES LILAS;2003;LOGIKIA;1;1;0;0;0;acquisition réhabilitation;;19;logement familial;655710.9121;6864471.689
48.822628278, 2.32910488654;"{""type"": ""Point"", ""coordinates"": [2.329104886543027, 48.82262827800725]}";922.0;80 BD JOURDAN, 71-73 RUE DU PERE CORENTIN, 146 RUE DE LA TOMBE ISSOIRE;2007;LOGIS.TR.;131;18;72;0;41;construction neuve;"opération abandonnée; réagréée";14;logement familial;650742.4128;6858272.117
48.890883586, 2.32583112761;"{""type"": ""Point"", ""coordinates"": [2.325831127606451, 48.89088358599936]}";882.0;8 ET 43, RUE DAVY;2007;COOP.FAM.;31;31;0;0;0;construction neuve;"opération abandonnée; réagréée";17;foyer pour jeunes travailleurs ou résidence pour jeunes;650566.8554;6865863.539
48.867579316, 2.27052433593;"{""type"": ""Point"", ""coordinates"": [2.270524335933378, 48.8675793160008]}";917.0;47, AV. DU MARECHAL FAYOLLE;2007;PARIS HAB;135;30;75;0;30;construction neuve;"opération abandonnée; réagréée";16;logement familial;646487.6801;6863308.322
48.8598401969, 2.3096699219;"{""type"": ""Point"", ""coordinates"": [2.309669921904003, 48.85984019687989]}";918.0;71, RUE SAINT DOMINIQUE;2007;BATIGERE;11;3;8;0;0;construction neuve;"opération abandonnée; réagréée";7;logement familial;649351.6936;6862421.981
48.8548499309, 2.40339018368;"{""type"": ""Point"", ""coordinates"": [2.403390183680086, 48.85484993092198]}";929.0;VIGNOLES EST  77, RUE DES HAIES 9-17, PASSAGE SAVART;2007;PARIS HAB;2;0;2;0;0;construction neuve;;20;logement familial;656223.4511;6861811.07
48.8437665224, 2.27788485434;"{""type"": ""Point"", ""coordinates"": [2.277884854336951, 48.8437665224288]}";879.0;25-29 RUE DES CEVENNES;2007;IMM 3F;64;3;19;0;42;acquisition conventionnement;;15;logement familial;647003.3978;6860655.608
48.870394763, 2.35285539754;"{""type"": ""Point"", ""coordinates"": [2.352855397538999, 48.87039476302959]}";934.0;17, RUE DU FG SAINT DENIS;2007;ANTIN;20;20;0;0;0;acquisition réhabilitation;;10;maison relais;652529.6813;6863568.732
48.8293381162, 2.30266724482;"{""type"": ""Point"", ""coordinates"": [2.30266724482168, 48.82933811616754]}";885.0;14, RUE CAMULOGENE;2007;SIEMP;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;648807.9809;6859034.985
48.8406806517, 2.30616243065;"{""type"": ""Point"", ""coordinates"": [2.306162430653971, 48.8406806517275]}";872.0;3, RUE BARGUE;2007;SIEMP;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;649075.642;6860293.885
48.8855451531, 2.38681597663;"{""type"": ""Point"", ""coordinates"": [2.386815976628062, 48.88554515314897]}";895.0;63, RUE D'HAUTPOUL;2007;SIEMP;9;0;9;0;0;construction neuve;;19;logement familial;655033.8393;6865233.481
48.8359175339, 2.31104987706;"{""type"": ""Point"", ""coordinates"": [2.311049877059716, 48.83591753385729]}";745.0;75 RUE DE LA PROCESSION;2006;ADOMA;218;218;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;15;foyer de travailleurs migrants;649429.7271;6859761.138
48.8325037569, 2.31966945475;"{""type"": ""Point"", ""coordinates"": [2.31966945474673, 48.83250375693783]}";750.0;6-8, RUE DES THERMOPYLES 13-15, RUE DE PLAISANCE;2010;PARIS HAB;4;0;0;0;4;construction neuve;régularisation sur agrément antérieur;14;logement familial;650059.1346;6859376.079
48.838697727, 2.29343236682;"{""type"": ""Point"", ""coordinates"": [2.293432366815536, 48.838697727004856]}";735.0;161-161BIS RUE DE LA CONVENTION;2006;SIEMP;5;5;0;0;0;acquisition réhabilitation;;15;résidence sociale pour démuni;648139.368;6860081.691
48.8368354952, 2.34944834141;"{""type"": ""Point"", ""coordinates"": [2.349448341414031, 48.836835495171066]}";748.0;13, BD DE PORT ROYAL;2006;RIVP;20;20;0;0;0;acquisition réhabilitation;;13;résidence sociale pour démuni;652249.024;6859839.299
48.8940544983, 2.35915703521;"{""type"": ""Point"", ""coordinates"": [2.359157035207176, 48.89405449829016]}";730.0;49 RUE DE LA CHAPELLE;2006;ADOMA;39;39;0;0;0;construction neuve;;18;résidence sociale pour démuni;653013.2699;6866195.781
48.8631837189, 2.38626167399;"{""type"": ""Point"", ""coordinates"": [2.386261673989677, 48.86318371890881]}";737.0;105, AVENUE DE LA REPUBLIQUE;2006;RIVP;18;0;9;0;9;acquisition conventionnement;;11;logement familial;654973.8655;6862747.352
48.8748008866, 2.39552576348;"{""type"": ""Point"", ""coordinates"": [2.395525763484052, 48.874800886600816]}";757.0;83-87, RUE PIXERECOURT;2006;SIEMP;5;0;5;0;0;acquisition réhabilitation;;20;logement familial;655663.3891;6864033.857
48.8869274604, 2.30351138834;"{""type"": ""Point"", ""coordinates"": [2.303511388337318, 48.88692746040454]}";759.0;69BIS-71 BD PEREIRE;2006;IMM 3F;19;0;0;0;19;construction neuve;;17;logement familial;648926.4316;6865437.846
48.874426787, 2.3237863672;"{""type"": ""Point"", ""coordinates"": [2.323786367197307, 48.87442678699716]}";782.0;31-33, RUE PASQUIER;2007;SABLIERE;8;1;7;0;0;construction neuve;;8;logement familial;650401.2568;6864034.931
48.8927848728, 2.35141129368;"{""type"": ""Point"", ""coordinates"": [2.351411293681076, 48.892784872836266]}";778.0;13-15,  RUE DU NORD;2007;SIEMP;3;0;3;0;0;construction neuve;;18;logement familial;652444.2037;6866059.242
48.8902355915, 2.35089384734;"{""type"": ""Point"", ""coordinates"": [2.350893847343642, 48.89023559151151]}";2435.0;8, RUE LABAT;2013;SIEMP;9;0;0;0;9;construction neuve;;18;logement familial;652403.9341;6865776.087
48.8859956489, 2.36849426063;"{""type"": ""Point"", ""coordinates"": [2.368494260634928, 48.88599564887227]}";2437.0;23-25, RUE DE TANGER;2013;SIEMP;73;0;0;0;73;acquisition conventionnement;;19;logement familial;653690.6956;6865294.163
48.892780248, 2.37298135482;"{""type"": ""Point"", ""coordinates"": [2.372981354822032, 48.892780247954505]}";2438.0;52, RUE CURIAL 13, PASSAGE DE CRIMEE;2013;SIEMP;17;0;0;0;17;construction neuve;;19;logement familial;654025.725;6866045.953
48.8701107546, 2.39071095416;"{""type"": ""Point"", ""coordinates"": [2.390710954158065, 48.87011075461287]}";2442.0;25-35, RUE DES CASCADES 26-30, RUE DE LA MARE;2013;SIEMP;120;0;0;0;120;acquisition conventionnement;;20;logement familial;655306.2182;6863515.06
48.8335989058, 2.40206225807;"{""type"": ""Point"", ""coordinates"": [2.402062258065261, 48.83359890577538]}";2445.0;69-71, BD PONIATOWSKI;2013;TOIT&JOIE;23;4;12;0;7;construction neuve;;12;logement familial;656108.1224;6859448.893
48.8914743349, 2.31699641337;"{""type"": ""Point"", ""coordinates"": [2.316996413365896, 48.891474334918065]}";2446.0;ZAC CLICHY BATIGNOLLES LOT E6;2013;VILOGIA;11;0;0;0;11;construction neuve;;17;logement familial;649919.638;6865934.794
48.8820005996, 2.37051898293;"{""type"": ""Point"", ""coordinates"": [2.370518982925439, 48.882000599568215]}";2473.0;192, BD DE LA VILLETTE;2014;ADOMA;3;3;0;0;0;acquisition réhabilitation;;19;foyer pour jeunes travailleurs ou résidence pour jeunes;653835.6271;6864848.751
48.8713239586, 2.37467623647;"{""type"": ""Point"", ""coordinates"": [2.374676236467638, 48.87132395856295]}";2479.0;119, RUE DU FAUBOURG DU TEMPLE;2014;CASVP;37;0;37;0;0;construction neuve;;10;résidence pour personnes âgées;654131.1003;6863659.155
48.8667419223, 2.34921732763;"{""type"": ""Point"", ""coordinates"": [2.349217327634867, 48.86674192230067]}";2484.0;75-77, RUE DE REAUMUR;2014;ELOGIE;14;7;7;0;0;construction neuve;;2;logement familial;652259.4746;6863164.757
48.8800985963, 2.34954941749;"{""type"": ""Point"", ""coordinates"": [2.349549417489861, 48.880098596341924]}";2490.0;151, RUE DU FAUBOURG POISSONNIERE;2014;ELOGIE;34;10;19;0;5;construction neuve;;9;logement familial;652296.07;6864649.724
48.8355828647, 2.40765780585;"{""type"": ""Point"", ""coordinates"": [2.407657805848781, 48.83558286467305]}";2494.0;1-3, PLACE EDOUARD RENARD;2014;ELOGIE;2;1;1;0;0;acquisition réhabilitation;;12;logement familial;656520.5131;6859666.393
48.842773981, 2.28446646281;"{""type"": ""Point"", ""coordinates"": [2.284466462807859, 48.84277398099805]}";2500.0;71, RUE DE LA CONVENTION;2014;ELOGIE;3;0;3;0;0;acquisition réhabilitation;;15;logement familial;647485.4139;6860540.851
48.8396769306, 2.25556616127;"{""type"": ""Point"", ""coordinates"": [2.255566161269912, 48.839676930554006]}";2504.0;3, RUE DU GENERAL ROQUES (PLA I ADAPTE);2014;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;16;logement familial;645361.172;6860216.103
48.8501002119, 2.40539366675;"{""type"": ""Point"", ""coordinates"": [2.405393666754109, 48.85010021187075]}";2509.0;5, SQUARE PATENNE;2014;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656366.4779;6861281.833
48.8899886133, 2.35323952626;"{""type"": ""Point"", ""coordinates"": [2.353239526260905, 48.88998861333728]}";2518.0;53, RUE LEON;2014;FREHA;20;20;0;0;0;acquisition réhabilitation;;18;maison relais;652575.7035;6865747.213
48.8684978111, 2.39889625405;"{""type"": ""Point"", ""coordinates"": [2.398896254047553, 48.868497811118786]}";2520.0;95, RUE VILLIERS DE L'ISLE ADAM;2014;FREHA;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;655905.2656;6863331.11
48.8276823889, 2.36918091947;"{""type"": ""Point"", ""coordinates"": [2.369180919471078, 48.827682388875914]}";2526.0;8-10, RUE RICHEMONT;2014;HSF;1;0;1;0;0;construction neuve;;13;foyer pour jeunes travailleurs ou résidence pour jeunes;653689.248;6858809.822
48.8368986743, 2.29320812782;"{""type"": ""Point"", ""coordinates"": [2.29320812782107, 48.836898674319784]}";2530.0;179, RUE BLOMET;2014;IMM 3F;16;5;6;0;5;construction neuve;;15;logement familial;648121.1192;6859881.804
48.8955457805, 2.37216121248;"{""type"": ""Point"", ""coordinates"": [2.372161212477994, 48.8955457804701]}";2531.0;3-13, RUE GASTON TESSIER;2014;HENEO;110;110;0;0;0;construction neuve;;19;foyer pour jeunes travailleurs ou résidence pour jeunes;653968.0369;6866353.945
48.843620502, 2.34179835561;"{""type"": ""Point"", ""coordinates"": [2.341798355613552, 48.84362050199476]}";2532.0;225, RUE SAINT JACQUES;2014;LOG.URBAIN;33;17;16;0;0;acquisition conventionnement;;5;logement familial;651693.811;6860598.374
48.8434801002, 2.35117221859;"{""type"": ""Point"", ""coordinates"": [2.351172218589033, 48.84348010022696]}";2543.0;1, RUE SAINT MEDARD;2014;PARIS HAB;30;7;14;0;9;acquisition conventionnement;;5;logement familial;652381.6259;6860577.069
48.880938021, 2.33699225623;"{""type"": ""Point"", ""coordinates"": [2.336992256233473, 48.880938020986605]}";2545.0;35-41, RUE VICTOR MASSE  54, RUE JEAN BAPTISTE PIGALLE;2014;PARIS HAB;1;0;1;0;0;construction neuve;;9;logement familial;651375.9352;6864750.722
48.8612150284, 2.38793330909;"{""type"": ""Point"", ""coordinates"": [2.387933309090357, 48.86121502841298]}";2548.0;49-53, BD DE MENILMONTANT 7-15 PASSAGE DE LA FOLIE REGNAULT;2014;PARIS HAB;85;17;46;0;22;construction neuve;;11;logement familial;655094.8036;6862527.497
48.8414454148, 2.29830405792;"{""type"": ""Point"", ""coordinates"": [2.298304057919449, 48.84144541475092]}";2557.0;174, RUE LECOURBE 7, RUE LEON LHERMITTE;2014;PARIS HAB;2;2;0;0;0;acquisition réhabilitation;;15;logement familial;648499.6458;6860384.015
48.8505957228, 2.2781543936;"{""type"": ""Point"", ""coordinates"": [2.27815439359969, 48.8505957228223]}";2560.0;2, RUE EUGENE POUBELLE;2014;PARIS HAB;40;10;18;0;12;acquisition conventionnement;;16;logement familial;647030.1207;6861414.762
48.8948925483, 2.33952652045;"{""type"": ""Point"", ""coordinates"": [2.339526520445857, 48.89489254834703]}";2572.0;8, IMPASSE DE LA GROSSE BOUTEILLE 11, IMPASSE ROBERT;2014;PARIS HAB;13;7;3;0;3;acquisition réhabilitation;;18;logement familial;651574.7693;6866300.828
48.8416357576, 2.39852450994;"{""type"": ""Point"", ""coordinates"": [2.398524509936062, 48.84163575761759]}";2580.0;69-75, RUE DE PICPUS;2014;PSOEURSPAUVRES;67;0;0;0;67;construction neuve;;12;établissement d'hébergement pour personnes âgées dépendantes;655855.2445;6860344.482
48.8406560542, 2.29605648546;"{""type"": ""Point"", ""coordinates"": [2.296056485464458, 48.840656054198604]}";2582.0;194-196, RUE LECOURBE;2014;RES.L.F.;35;4;5;0;26;construction neuve;;15;logement familial;648333.9091;6860297.715
48.8986235388, 2.37972250992;"{""type"": ""Point"", ""coordinates"": [2.379722509916697, 48.898623538841285]}";2584.0;PARIS NORD EST - ENTREPOTS MACDONALD 219 BD MACDONALD;2014;RES.L.F.;50;0;0;0;50;construction neuve;;19;logement familial;654525.094;6866691.797
48.8986235388, 2.37972250992;"{""type"": ""Point"", ""coordinates"": [2.379722509916697, 48.898623538841285]}";2585.0;PARIS NORD EST - ENTREPOTS MACDONALD 215, BD MACDONALD;2014;RES.L.F.;30;0;0;0;30;construction neuve;;19;logement familial;654525.094;6866691.797
48.8657080321, 2.33665837728;"{""type"": ""Point"", ""coordinates"": [2.336658377275362, 48.86570803209119]}";2587.0;39, RUE RICHELIEU;2014;RIVP;2;2;0;0;0;construction neuve;;1;logement familial;651337.2229;6863057.463
48.8680318039, 2.36070158712;"{""type"": ""Point"", ""coordinates"": [2.36070158712431, 48.8680318038714]}";2588.0;13, BD SAINT MARTIN;2014;RIVP;54;3;51;0;0;acquisition conventionnement;;3;logement familial;653103.0868;6863301.3
48.8811083373, 2.33232695957;"{""type"": ""Point"", ""coordinates"": [2.332326959569413, 48.88110833727703]}";2595.0;26, RUE CHAPTAL;2014;RIVP;17;1;16;0;0;acquisition conventionnement;;9;logement familial;651033.9571;6864772.543
48.8615335831, 2.37469956804;"{""type"": ""Point"", ""coordinates"": [2.374699568044684, 48.86153358314943]}";2601.0;6, RUE DE LA FOLIE MERICOURT;2014;RIVP;2;2;0;0;0;construction neuve;;11;logement familial;654124.1908;6862570.525
48.8496012185, 2.38016885262;"{""type"": ""Point"", ""coordinates"": [2.380168852619159, 48.84960121852628]}";2605.0;7,  PASSAGE BRULON 10, RUE DRIANCOURT;2014;RIVP;13;3;6;0;4;construction neuve;;12;logement familial;654515.0272;6861240.584
48.8226583492, 2.32708415281;"{""type"": ""Point"", ""coordinates"": [2.327084152805737, 48.822658349234565]}";2607.0;115, BD JOURDAN 20, AVENUE PAUL APPELL;2014;RIVP;225;27;198;0;0;acquisition conventionnement;;14;logement familial;650594.0812;6858276.723
48.8527967509, 2.27545673693;"{""type"": ""Point"", ""coordinates"": [2.275456736928306, 48.852796750926714]}";2611.0;4, RUE JEAN DE LA FONTAINE;2014;RIVP;11;3;5;0;3;acquisition conventionnement;;16;logement familial;646834.4147;6861661.307
48.8858354411, 2.28498950861;"{""type"": ""Point"", ""coordinates"": [2.284989508614073, 48.88583544113148]}";2614.0;5-7, RUE CINO DEL DUCA;2014;RIVP;197;10;187;0;0;acquisition conventionnement;;17;logement familial;647567.1577;6865328.56
48.8950841593, 2.31299636336;"{""type"": ""Point"", ""coordinates"": [2.312996363360767, 48.895084159263554]}";2617.0;ZAC CLICHY BATIGNOLLES LOT N1 4 AVENUE DE LA PORTE DE CLICHY;2014;RIVP;33;9;19;0;5;construction neuve;;17;logement familial;649629.8392;6866338.731
48.8847176709, 2.35218623241;"{""type"": ""Point"", ""coordinates"": [2.352186232407071, 48.884717670865726]}";2620.0;7, RUE CAPLAT;2014;RIVP;16;0;8;0;8;construction neuve;;18;logement familial;652493.663;6865161.747
48.8967242539, 2.35874066591;"{""type"": ""Point"", ""coordinates"": [2.358740665914457, 48.89672425385709]}";2621.0;PARIS NORD EST - CHAPELLE INTERNATIONAL- PARTIE NORD BD NEY LOT F 73 RUE DE LA CHAPELLE;2014;RIVP;90;27;34;0;29;construction neuve;;18;logement familial;652985.1532;6866492.893
48.8967242539, 2.35874066591;"{""type"": ""Point"", ""coordinates"": [2.358740665914457, 48.89672425385709]}";2623.0;PARIS NORD EST - CHAPELLE INTERNATIONAL- PARTIE NORD BD NEY LOT F 73 RUE DE LA CHAPELLE;2014;RIVP;60;60;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;18;site de desserrement de foyer de travailleur migrant;652985.1532;6866492.893
48.8937817566, 2.37363945615;"{""type"": ""Point"", ""coordinates"": [2.373639456153056, 48.89378175658702]}";2628.0;98, RUE DE L'OURCQ 38, RUE CURIAL;2014;RIVP;1;0;0;0;1;construction neuve;;19;logement familial;654074.8607;6866156.933
